A0AUP1	0.360992	-0.0775284	0.0325038	0.171187	0.152769	0.0134718	-0.151889	0.0693762	<nodata>	-0.0345554	<nodata>	0.0521138	<nodata>	-0.41313	<nodata>	0.136422	<nodata>	-0.912281	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	-0.00810028	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>
Q8K2Q2	<nodata>	-0.124383	<nodata>	<nodata>	-0.698971	<nodata>	-0.537255	-0.584048	0.511559	0.179445	-0.139697	-0.106387	-0.201274	-0.0111753	-0.314081	<nodata>	0.137221	<nodata>	-0.583885	<nodata>	-0.0528051	-0.214677	-0.463836	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	-0.231361	-0.289713	-1.15199	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>
Q8K2Q7	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>
Q8K2Q9	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>
Q8K2R5	-0.197079	-0.0294602	-0.149116	-0.144573	0.0112858	0.0393995	-0.049171	-0.243588	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	0.314549	-0.111436	-0.0320744	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>
Q8K2U2	0.0042145	-0.00179347	-0.558465	-0.219122	0.0670354	-0.0521988	-0.25091	-0.367782	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	0.718404	0.0168038	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>
Q8K2W3	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	-0.266977	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>
Q8K2Y3	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	0.262324	0.428775	<nodata>	<nodata>	-0.0582672	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>
Q8K2Y9	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	0.112557	-0.14617	-0.65888	-0.163109	-0.251058	0.122713	-0.178858	-0.363661	0.0311136	0.113494	<nodata>
Q8K2Z3	0.0970538	0.0526523	-0.0516591	-0.382871	0.0703315	-0.0494768	-0.210838	-0.422907	-0.0171356	0.0735443	-0.0875438	-0.244699	-0.121724	0.124685	-0.208302	-0.572533	-0.0597924	0.0884104	-0.269184	0.19914	0.124863	-0.261208	-0.203015	0.0104021	-0.0343863	-0.0118815	-0.416684	0.0580762	-0.0670346	-0.210842	-0.439773	0.0212712	-0.0767619	-0.388514	0.0355976	0.0256376	-0.0666819	-0.253035	0.0416449	0.0466218	-0.134427	-0.354868
Q8K310	-0.0190626	0.494071	0.230468	0.398	-0.0452815	0.377702	0.260348	0.169167	0.0876661	-0.0859118	0.0180874	-0.0249835	0.243672	0.0228971	-0.132678	-0.00477538	0.171465	-0.0419086	<nodata>	-0.330751	<nodata>	0.228312	<nodata>	-0.221748	0.0871085	0.230665	-0.0729673	<nodata>	<nodata>	0.515818	<nodata>	-0.0867392	-0.22358	-0.689528	0.0889481	-0.176935	-0.335617	-0.0723245	0.240374	-0.34849	-0.121779	0.0492244
Q8K327	0.653998	<nodata>	<nodata>	<nodata>	0.847488	<nodata>	<nodata>	<nodata>	-0.00509646	0.656592	<nodata>	<nodata>	-0.203232	0.343193	<nodata>	<nodata>	0.0380756	0.486119	<nodata>	<nodata>	<nodata>	<nodata>	0.623967	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>
Q8K354	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	-0.0830185	0.129974	-0.192397	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>
Q8K363	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	0.111332	-0.00890586	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>
Q8K370	<nodata>	0.108305	-0.109009	<nodata>	<nodata>	0.0528629	<nodata>	<nodata>	0.118899	0.395516	-0.0289956	-0.123787	<nodata>	-0.0341319	-0.0830919	-0.151707	<nodata>	-0.177603	-0.44418	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	-0.0396138	-0.314715	<nodata>	0.163017	-0.0369292	-0.345498	<nodata>	0.163157	0.0720813	-0.108047	<nodata>
Q8K386	0.106617	-0.0997776	0.104116	0.192727	0.0326667	-0.0136428	0.119007	-0.143762	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	0.130252	0.00250936	0.0613866	-0.0666096	0.0684277	0.190544	0.0865855	-0.0369065	-0.0767733	-0.0353128	-0.17598	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>
Q8K393	<nodata>	-0.0302281	<nodata>	0.343207	<nodata>	-0.11861	-0.140511	0.188703	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	0.328204	0.0391693	0.164768	0.587576	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>
Q8K3G5	<nodata>	0.15135	0.0254257	<nodata>	<nodata>	0.0378697	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	-0.161777	-0.187767	-0.246846	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	-0.138027	<nodata>	<nodata>
Q8K3J1	-0.0921066	0.00271932	-0.02885	-0.0827443	-0.0746953	-0.207153	-0.127321	-0.119489	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>
Q8K3W3	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	0.419605	<nodata>	<nodata>	<nodata>
Q8K4F5	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	-0.277803	0.186024	<nodata>	<nodata>	<nodata>	-0.195523	<nodata>	<nodata>	-0.103322	<nodata>	<nodata>	<nodata>	0.366073	-0.165244	-0.0344581	-0.222246	0.306019	-0.373937	<nodata>	-0.179971	-0.143073	0.0242938	-0.555691	-0.235805	-0.549613	-1.02838	0.575957	0.598099	-0.320574	-0.0849769	0.283108	0.744308	0.0594136	0.207442
Q8K4G5	-0.448053	0.35816	-0.0107868	-0.151484	-0.413374	-0.0860696	0.0527076	0.246042	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	0.00926618	-0.232768	-0.356693	0.208781	0.195695	<nodata>	<nodata>	<nodata>	0.403392	<nodata>	<nodata>
Q8K4I3	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	0.00929283	0.13406	0.0994759	<nodata>	<nodata>	-0.724337	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>
Q8K4L3	-0.213213	0.149455	-0.180222	0.245741	-0.061192	0.0122204	0.212836	0.211951	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	0.205075	-0.0364333	0.114332	0.355416	0.00593161	<nodata>	<nodata>	<nodata>	-0.169759	<nodata>	<nodata>	-0.275842	-0.396281	-0.0355716	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>
Q8K4L4	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	-0.803065	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>
Q8K4Q8	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	0.213819	-0.173673	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>
Q8K4X7	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	-0.430648	-1.102	-0.536952	<nodata>	-0.875757	<nodata>	<nodata>	<nodata>	-0.915292	-0.235228	<nodata>
Q8K4Z3	-0.0176293	-0.128272	-0.118373	-0.297048	-0.0564995	-0.116909	-0.300017	-0.475596	0.736649	0.164204	-0.0447932	-0.113291	-0.434409	-0.0347507	-0.264898	0.211032	0.152239	0.15068	-0.359261	0.283468	-0.00901275	-0.0232012	-0.2021	0.0383222	-0.013334	-0.0335474	-0.277092	0.185698	0.123277	-0.261348	-0.211357	-0.0913109	-0.379135	-0.37503	0.155038	-0.376766	-0.488509	-0.363111	-0.0230733	-0.758859	-0.46673	-0.36101
Q8K4Z5	-0.113716	-0.117495	0.561483	0.317728	0.103502	0.129153	0.697299	0.326716	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	-0.307175	0.116506	-0.0328905	0.0310845	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	-0.0250236	<nodata>	-0.178173	-0.506492	0.121712	<nodata>	0.149009	0.103683
Q8N7N5	0.290867	-0.0328492	0.352275	0.149173	0.0572896	-0.0818663	0.0712877	-0.0537424	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	0.0567313	<nodata>
Q8QZR5	<nodata>	0.297702	<nodata>	-0.326291	<nodata>	0.15655	<nodata>	-0.170767	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>
Q8QZS1	-0.377471	-0.00900924	-0.164664	-0.0956595	-0.38805	0.360486	-0.430897	-0.158772	<nodata>	<nodata>	<nodata>	<nodata>	-0.00708991	<nodata>	<nodata>	<nodata>	0.0518519	<nodata>	<nodata>	<nodata>	0.261023	0.294298	<nodata>	-0.0585477	0.204951	<nodata>	<nodata>	-0.163996	0.331174	0.00223571	0.003139	0.417875	<nodata>	-0.377729	-0.101438	0.0635086	-0.232403	<nodata>	-0.16562	0.00118137	<nodata>	<nodata>
Q8QZT1	-0.0339968	0.0718978	-0.0344295	-0.258031	-0.0439468	0.0175807	-0.163431	-0.311824	-0.0634565	0.043906	0.00672304	-0.169512	-0.0434438	0.0738073	-0.169319	-0.330329	-0.0398332	-0.0669182	-0.184418	0.257979	-0.0212978	-0.029412	-0.224063	-0.00441786	-0.0127225	-0.0184657	-0.279471	0.0211145	-0.0193056	-0.195945	-0.304648	-0.0659753	-0.0952215	-0.505734	-0.206434	-0.0581796	-0.103828	-0.412262	-0.103847	-0.195894	-0.12414	-0.446615
Q8QZY1	0.503288	-0.176599	-0.0602776	-0.0140697	0.0879589	-0.0664679	-0.112899	-0.128153	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	-0.282978	0.0476878	-0.215218	0.0141942	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	-0.47084	<nodata>	0.303167	0.553614	<nodata>	0.458447	0.179786	0.371139	<nodata>	0.654479
Q8R001	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	0.188893	<nodata>	<nodata>	<nodata>	-0.383271	<nodata>	<nodata>	<nodata>	-0.068256	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	-0.0787074	0.104706	0.333613	0.560205	-0.413274	0.104144	-0.764346	-0.235451	0.0202381	-0.16833	-0.286212	-0.171077	-0.0015326	-0.132241	-0.646565
Q8R010	-0.1569	0.180587	0.594413	0.048345	<nodata>	0.0219986	0.809158	0.393955	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	-0.411311	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>
Q8R016	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	0.215873	0.0186056	0.037446	-0.129509	0.189756	0.141337	-0.0152603	-0.203078	0.246072	-0.0727831	-0.130832	0.0306348	-0.141391	-0.190811	-0.173501	0.110453	<nodata>	<nodata>	<nodata>	-0.107367	0.170084	<nodata>	<nodata>	-0.088276	-0.388594	-0.336667	-0.143026	-0.00662249	-0.199967	-0.379322	-0.618804	-0.0884814	-0.449372	-0.325061
Q8R050	0.164203	0.0223575	0.0297302	0.344593	0.165673	0.14679	0.0309631	0.385926	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	0.397184	0.0840599	0.18548	0.337822	-0.0594526	0.103829	0.238035	0.328773	-0.176263	-0.222509	-0.0611655	-0.179928	0.02521	0.103285	-0.550273	-0.0674166	-0.0942199	0.126819	-0.173073
Q8R059	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>
Q8R060	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>
Q8R081	-0.0182705	-0.0239235	-0.114389	-0.108598	-0.0288283	-0.0101519	-0.174346	-0.0346782	-0.170506	-0.052067	0.0113166	-0.158014	-0.387697	0.0252583	-0.282964	-0.145406	-0.080013	-0.0590248	-0.20037	<nodata>	<nodata>	-0.712508	<nodata>	-0.0906934	0.0152521	0.0445279	-0.140035	-0.0204462	-0.0131772	0.011162	-0.133245	-0.308067	-0.179918	-0.516835	0.075917	0.0508122	0.0135961	0.00773091	0.0291661	-0.0418638	0.0777349	-0.0350311
Q8R086	0.0567551	0.0148818	-0.160953	0.137802	0.0956202	0.04792	-0.0502477	0.0670509	0.0016258	<nodata>	<nodata>	-0.113481	-0.0922651	<nodata>	<nodata>	<nodata>	-0.09488	<nodata>	<nodata>	0.146478	<nodata>	<nodata>	-0.115898	2.49299	-1.19763	-0.474206	-0.108297	<nodata>	<nodata>	<nodata>	<nodata>	-0.0580079	-0.225314	-0.355477	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>
Q8R0A0	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>
Q8R0F6	0.0136893	-0.174537	-0.332676	0.022798	-0.0964219	-0.153943	-0.333375	-0.187459	0.172912	-0.105586	0.0417334	-0.0557521	0.195647	0.0299815	0.156489	0.290058	0.0845171	-0.0603241	0.271828	<nodata>	-0.19465	0.0233722	-0.426168	-0.070265	0.0997197	-0.182462	-0.203639	-0.109674	-0.112674	0.114745	0.545565	-0.0085457	<nodata>	-0.129057	0.00558591	-0.0835156	-0.0873235	0.181318	-0.0229238	-0.023994	-0.0192244	0.0958238
Q8R0F9	0.0510897	-0.247951	-0.0551003	0.162996	-0.101025	-0.175287	0.013636	0.1824	0.292937	0.520034	-0.164916	-0.0854007	-0.0224453	0.459959	-0.278823	-0.248996	-0.00493825	0.328388	-0.479699	<nodata>	0.0317511	-0.0806796	0.205091	-0.0645791	0.110476	0.1276	0.256741	-0.00947088	0.365261	-0.0474963	0.171497	-0.322033	0.410299	-1.06847	-0.40485	0.563751	0.334539	-0.746528	-0.169509	0.140015	-0.286323	0.261457
Q8R0G9	<nodata>	<nodata>	0.203425	<nodata>	<nodata>	<nodata>	<nodata>	-0.272343	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	0.0288838	-0.189752	-0.174762	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>
Q8R0H9	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	-0.0449825	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	-0.0751735	<nodata>	-0.432262	0.385134	-0.0282897	-0.113334	-0.00945362	0.378374	0.0524737	-0.136106
Q8R0W0	0.0143686	0.016226	-0.103065	-0.424969	0.0120763	-0.0157787	-0.172579	-0.491881	-0.398323	<nodata>	<nodata>	-0.332576	0.0189197	<nodata>	<nodata>	-0.549201	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	-0.202218	-0.0353499	-0.0227428	0.0501127	-0.397039	-0.0420933	0.0250733	-0.216256	-0.426623	0.166093	0.155075	0.114461	0.494714	0.390179	-0.136227	0.205642	0.382082	0.65005	-0.0593601	-0.0695579
Q8R0Y6	0.180201	-0.488009	-0.492396	-0.123206	0.229702	-0.0623721	0.121027	-0.276298	<nodata>	-0.373617	-0.729469	0.582041	0.29757	-0.363971	-0.172914	-0.110572	0.318519	0.0580466	-0.058201	<nodata>	<nodata>	0.105087	1.19299	0.230688	-0.120953	0.28977	0.389812	0.306633	0.0910967	0.0474611	0.0109756	-0.366967	-0.13945	-0.49221	-0.0750671	<nodata>	-0.0325869	0.219081	-0.183836	<nodata>	-0.0404625	-0.492875
Q8R121	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>
Q8R123	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	-0.0330748	-0.129426	-0.559377	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>
Q8R127	0.292173	-0.0908094	0.292342	<nodata>	-0.00848795	0.133144	0.380112	0.362993	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>
Q8R146	0.145453	<nodata>	-0.135356	0.240962	0.0780837	<nodata>	0.0831494	0.0335062	0.173587	-0.604799	-0.374886	<nodata>	0.266973	-0.234398	-0.748305	<nodata>	0.120015	<nodata>	-0.784598	0.464471	-0.126659	-0.0105896	-0.13096	<nodata>	0.271442	-0.237942	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	-0.360974	0.0406987	-0.105243	<nodata>	<nodata>	<nodata>	-0.0337182	<nodata>	<nodata>	<nodata>	0.346701
Q8R151	0.122377	0.192445	<nodata>	0.180778	-0.500424	-0.345209	<nodata>	0.424608	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	0.415918	-0.266725	0.099053	0.64111	-0.159439	0.537525	-0.483296	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>	<nodata>
